#miRNA	read_count	precursor
oan-miR-153-1-5p	0	bta-mir-153-1
oan-miR-153-3p	0	bta-mir-153-1
ptr-miR-153	0	bta-mir-153-1
bta-miR-153	0	bta-mir-153-1
cte-miR-153	0	bta-mir-153-1
lgi-miR-153	0	bta-mir-153-1
cfa-miR-153	0	bta-mir-153-1
mdo-miR-153-3p	0	bta-mir-153-1
mdo-miR-153-1-5p	0	bta-mir-153-1
eca-miR-153	0	bta-mir-153-1
tgu-miR-153-3p	0	bta-mir-153-1
aca-miR-153-3p	0	bta-mir-153-1
ssa-miR-153b-3p	0	bta-mir-153-1
chi-miR-153	0	bta-mir-153-1
mmu-miR-153-3p	0	bta-mir-153-2
hsa-miR-153-3p	0	bta-mir-153-2
hsa-miR-153-5p	0	bta-mir-153-2
rno-miR-153-5p	0	bta-mir-153-2
rno-miR-153-3p	0	bta-mir-153-2
gga-miR-153-5p	0	bta-mir-153-2
gga-miR-153-3p	0	bta-mir-153-2
dre-miR-153a-5p	0	bta-mir-153-2
dre-miR-153a-3p	0	bta-mir-153-2
ssc-miR-153	0	bta-mir-153-2
mml-miR-153-3p	0	bta-mir-153-2
ppy-miR-153	0	bta-mir-153-2
mne-miR-153	0	bta-mir-153-2
mml-miR-153-2-5p	0	bta-mir-153-2
ggo-miR-153	0	bta-mir-153-2
fru-miR-153a	0	bta-mir-153-2
tni-miR-153a	0	bta-mir-153-2
xtr-miR-153	0	bta-mir-153-2
oan-miR-153-3p	0	bta-mir-153-2
ptr-miR-153	0	bta-mir-153-2
bta-miR-153	0	bta-mir-153-2
cte-miR-153	0	bta-mir-153-2
lgi-miR-153	0	bta-mir-153-2
cfa-miR-153	0	bta-mir-153-2
mdo-miR-153-2-5p	0	bta-mir-153-2
mdo-miR-153-3p	0	bta-mir-153-2
eca-miR-153	0	bta-mir-153-2
tgu-miR-153-1-5p	0	bta-mir-153-2
tgu-miR-153-3p	0	bta-mir-153-2
pma-miR-153-3p	0	bta-mir-153-2
aca-miR-153-3p	0	bta-mir-153-2
oan-miR-153-2-5p	0	bta-mir-153-2
ssa-miR-153b-3p	0	bta-mir-153-2
efu-miR-153	0	bta-mir-153-2
chi-miR-153	0	bta-mir-153-2
oha-miR-153-1-5p	0	bta-mir-153-2
oha-miR-153-3p	0	bta-mir-153-2
bta-miR-154a	0	bta-mir-154a
oar-miR-154a-5p	0	bta-mir-154a
oar-miR-154a-3p	0	bta-mir-154a
chi-miR-154a-5p	0	bta-mir-154a
oar-miR-154b-5p	0	bta-mir-154b
oar-miR-154b-3p	0	bta-mir-154b
bta-miR-154b	0	bta-mir-154b
eca-miR-154b	0	bta-mir-154b
chi-miR-154b-5p	0	bta-mir-154b
chi-miR-154b-3p	0	bta-mir-154b
oar-miR-3958-5p	0	bta-mir-154c
oar-miR-3958-3p	0	bta-mir-154c
bta-miR-154c	0	bta-mir-154c
cfa-miR-3958	0	bta-mir-154c
eca-miR-3958	0	bta-mir-154c
efu-miR-3958	0	bta-mir-154c
chi-miR-3958-3p	0	bta-mir-154c
hsa-miR-155-5p	0	bta-mir-155
gga-miR-155	0	bta-mir-155
dre-miR-155	0	bta-mir-155
xtr-miR-155	0	bta-mir-155
oan-miR-155-5p	0	bta-mir-155
mml-miR-155	0	bta-mir-155
cfa-miR-155	0	bta-mir-155
ptr-miR-155	0	bta-mir-155
bta-miR-155	0	bta-mir-155
eca-miR-155	0	bta-mir-155
tgu-miR-155-5p	0	bta-mir-155
ppy-miR-155	0	bta-mir-155
ssc-miR-155-3p	0	bta-mir-155
aca-miR-155-5p	0	bta-mir-155
cgr-miR-155	0	bta-mir-155
ggo-miR-155	0	bta-mir-155
ccr-miR-155	0	bta-mir-155
ipu-miR-155	0	bta-mir-155
ssa-miR-155-5p	0	bta-mir-155
efu-miR-155	0	bta-mir-155
chi-miR-155-5p	0	bta-mir-155
chi-miR-155-3p	0	bta-mir-155
tch-miR-155-5p	0	bta-mir-155
bta-miR-1584-5p	0	bta-mir-1584
bta-miR-1584-3p	0	bta-mir-1584
hsa-miR-15a-5p	0	bta-mir-15a
hsa-miR-15a-3p	0	bta-mir-15a
mmu-miR-15a-5p	0	bta-mir-15a
gga-miR-15a	0	bta-mir-15a
age-miR-15a	0	bta-mir-15a
ggo-miR-15a	0	bta-mir-15a
mne-miR-15a	0	bta-mir-15a
sla-miR-15a	0	bta-mir-15a
ppa-miR-15a	0	bta-mir-15a
lca-miR-15a	0	bta-mir-15a
mml-miR-15a-5p	0	bta-mir-15a
mml-miR-15a-3p	0	bta-mir-15a
ppy-miR-15a	0	bta-mir-15a
ptr-miR-15a	0	bta-mir-15a
lla-miR-15a	0	bta-mir-15a
xtr-miR-15a	0	bta-mir-15a
mdo-miR-15a-3p	0	bta-mir-15a
bta-miR-15a	0	bta-mir-15a
oan-miR-15a-5p	0	bta-mir-15a
oan-miR-15a-3p	0	bta-mir-15a
cfa-miR-15a	0	bta-mir-15a
ssc-miR-15a	0	bta-mir-15a
eca-miR-15a	0	bta-mir-15a
tgu-miR-15a-5p	0	bta-mir-15a
tgu-miR-15a-3p	0	bta-mir-15a
cgr-miR-15a-5p	0	bta-mir-15a
cgr-miR-15a-3p	0	bta-mir-15a
rno-miR-15a-5p	0	bta-mir-15a
rno-miR-15a-3p	0	bta-mir-15a
chi-miR-15a-5p	0	bta-mir-15a
chi-miR-15a-3p	0	bta-mir-15a
tch-miR-15a-5p	0	bta-mir-15a
mmu-miR-15b-5p	5	bta-mir-15b
mmu-miR-15b-3p	4	bta-mir-15b
hsa-miR-15b-5p	5	bta-mir-15b
hsa-miR-15b-3p	4	bta-mir-15b
rno-miR-15b-5p	5	bta-mir-15b
rno-miR-15b-3p	4	bta-mir-15b
ssc-miR-15b	5	bta-mir-15b
ggo-miR-15b	5	bta-mir-15b
age-miR-15b	5	bta-mir-15b
ppa-miR-15b	5	bta-mir-15b
ppy-miR-15b	5	bta-mir-15b
ptr-miR-15b	5	bta-mir-15b
mml-miR-15b-5p	5	bta-mir-15b
mml-miR-15b-3p	4	bta-mir-15b
lla-miR-15b	5	bta-mir-15b
mne-miR-15b	5	bta-mir-15b
bta-miR-15b	5	bta-mir-15b
cfa-miR-15b	5	bta-mir-15b
eca-miR-15b	5	bta-mir-15b
cgr-miR-15b-5p	5	bta-mir-15b
cgr-miR-15b-3p	4	bta-mir-15b
efu-miR-15	5	bta-mir-15b
chi-miR-15b-5p	5	bta-mir-15b
chi-miR-15b-3p	4	bta-mir-15b
tch-miR-15b-5p	5	bta-mir-15b
bta-miR-1603	0	bta-mir-1603
hsa-miR-16-1-3p	0	bta-mir-16a
gga-miR-16-5p	16	bta-mir-16a
gga-miR-16-1-3p	0	bta-mir-16a
dre-miR-16a	16	bta-mir-16a
lca-miR-16	16	bta-mir-16a
mml-miR-16-1-3p	0	bta-mir-16a
ppy-miR-16	16	bta-mir-16a
xtr-miR-16a	16	bta-mir-16a
mdo-miR-16-1-3p	0	bta-mir-16a
oan-miR-16b-5p	16	bta-mir-16a
bta-miR-16a	16	bta-mir-16a
tgu-miR-16a-5p	16	bta-mir-16a
tgu-miR-16a-3p	0	bta-mir-16a
aca-miR-16a-5p	16	bta-mir-16a
cgr-miR-16-3p	0	bta-mir-16a
ccr-miR-16a	16	bta-mir-16a
oar-miR-16b	16	bta-mir-16a
ssa-miR-16b-5p	16	bta-mir-16a
chi-miR-16a-3p	0	bta-mir-16a
oha-miR-16b-5p	16	bta-mir-16a
hsa-miR-16-5p	26	bta-mir-16b
mmu-miR-16-5p	26	bta-mir-16b
mmu-miR-16-2-3p	0	bta-mir-16b
rno-miR-16-5p	26	bta-mir-16b
rno-miR-16-3p	0	bta-mir-16b
age-miR-16	26	bta-mir-16b
ggo-miR-16	26	bta-mir-16b
mne-miR-16	26	bta-mir-16b
sla-miR-16	26	bta-mir-16b
ppa-miR-16	26	bta-mir-16b
mml-miR-16-5p	26	bta-mir-16b
ppy-miR-16	26	bta-mir-16b
ptr-miR-16	26	bta-mir-16b
lla-miR-16	26	bta-mir-16b
bta-miR-16b	26	bta-mir-16b
mdo-miR-16-5p	26	bta-mir-16b
oan-miR-16a-5p	26	bta-mir-16b
cfa-miR-16	26	bta-mir-16b
ssc-miR-16	26	bta-mir-16b
eca-miR-16	26	bta-mir-16b
aca-miR-16a-5p	26	bta-mir-16b
ola-miR-16	26	bta-mir-16b
cgr-miR-16-5p	26	bta-mir-16b
oar-miR-16b	26	bta-mir-16b
ssa-miR-16c-5p	26	bta-mir-16b
efu-miR-16	26	bta-mir-16b
chi-miR-16b-3p	0	bta-mir-16b
oha-miR-16b-3p	0	bta-mir-16b
hsa-miR-17-5p	8	bta-mir-17
hsa-miR-17-3p	0	bta-mir-17
mmu-miR-17-5p	8	bta-mir-17
rno-miR-17-5p	8	bta-mir-17
gga-miR-17-5p	8	bta-mir-17
gga-miR-17-3p	0	bta-mir-17
dre-miR-17a-5p	8	bta-mir-17
ggo-miR-17-5p	8	bta-mir-17
ggo-miR-17-3p	0	bta-mir-17
lca-miR-17-5p	8	bta-mir-17
lca-miR-17-3p	0	bta-mir-17
age-miR-17-5p	8	bta-mir-17
age-miR-17-3p	0	bta-mir-17
ppa-miR-17-5p	8	bta-mir-17
ppa-miR-17-3p	0	bta-mir-17
ppy-miR-17-5p	8	bta-mir-17
ppy-miR-17-3p	0	bta-mir-17
ptr-miR-17-5p	8	bta-mir-17
ptr-miR-17-3p	0	bta-mir-17
mml-miR-17-5p	8	bta-mir-17
mml-miR-17-3p	0	bta-mir-17
sla-miR-17-5p	8	bta-mir-17
sla-miR-17-3p	0	bta-mir-17
lla-miR-17-5p	8	bta-mir-17
lla-miR-17-3p	0	bta-mir-17
mne-miR-17-5p	8	bta-mir-17
mne-miR-17-3p	0	bta-mir-17
fru-miR-17	8	bta-mir-17
tni-miR-17	8	bta-mir-17
xtr-miR-17-5p	8	bta-mir-17
xtr-miR-17-3p	0	bta-mir-17
bta-miR-17-5p	8	bta-mir-17
bta-miR-17-3p	0	bta-mir-17
mdo-miR-17-5p	8	bta-mir-17
mdo-miR-17-3p	0	bta-mir-17
oan-miR-17-5p	8	bta-mir-17
oan-miR-17-3p	0	bta-mir-17
cfa-miR-17	0	bta-mir-17
cfa-miR-106a	8	bta-mir-17
ssc-miR-17-5p	8	bta-mir-17
ssc-miR-17-3p	0	bta-mir-17
eca-miR-17	8	bta-mir-17
eca-miR-106a	8	bta-mir-17
tgu-miR-17a-5p	8	bta-mir-17
tgu-miR-17a-3p	0	bta-mir-17
aca-miR-17-5p	8	bta-mir-17
aca-miR-17-3p	0	bta-mir-17
ola-miR-17	7	bta-mir-17
cgr-miR-17-5p	8	bta-mir-17
ccr-miR-17-5p	8	bta-mir-17
oar-miR-17-5p	8	bta-mir-17
ssa-miR-17-5p	8	bta-mir-17
efu-miR-17	0	bta-mir-17
chi-miR-17-5p	8	bta-mir-17
chi-miR-17-3p	0	bta-mir-17
tch-miR-17-5p	8	bta-mir-17
oha-miR-17-5p	8	bta-mir-17
oha-miR-17-3p	0	bta-mir-17
bta-miR-1721	0	bta-mir-1721
bta-miR-1777a	0	bta-mir-1777a
bta-miR-1777b	0	bta-mir-1777b
bta-miR-1814a	0	bta-mir-1814a
bta-miR-1814b	0	bta-mir-1814b
bta-miR-1814c	0	bta-mir-1814c
chi-miR-1814	0	bta-mir-1814c
mmu-miR-181a-5p	1	bta-mir-181a-1
hsa-miR-181a-5p	1	bta-mir-181a-1
hsa-miR-181a-3p	0	bta-mir-181a-1
mmu-miR-181a-1-3p	0	bta-mir-181a-1
rno-miR-181a-5p	1	bta-mir-181a-1
rno-miR-181a-1-3p	0	bta-mir-181a-1
gga-miR-181a-5p	1	bta-mir-181a-1
gga-miR-181a-3p	0	bta-mir-181a-1
dre-miR-181a-5p	1	bta-mir-181a-1
dre-miR-181a-3p	0	bta-mir-181a-1
ggo-miR-181a-5p	1	bta-mir-181a-1
ppa-miR-181a-5p	1	bta-mir-181a-1
ptr-miR-181a-5p	1	bta-mir-181a-1
mml-miR-181a-5p	1	bta-mir-181a-1
sla-miR-181a	1	bta-mir-181a-1
mne-miR-181a-5p	1	bta-mir-181a-1
mml-miR-181a-3p	0	bta-mir-181a-1
ptr-miR-181a-3p	0	bta-mir-181a-1
ppy-miR-181a-5p	1	bta-mir-181a-1
ppy-miR-181a-3p	0	bta-mir-181a-1
ggo-miR-181a-3p	0	bta-mir-181a-1
lla-miR-181a-5p	1	bta-mir-181a-1
lla-miR-181a-3p	0	bta-mir-181a-1
mne-miR-181a-3p	0	bta-mir-181a-1
ppa-miR-181a-3p	0	bta-mir-181a-1
fru-miR-181a-5p	1	bta-mir-181a-1
fru-miR-181a-3p	0	bta-mir-181a-1
tni-miR-181a-5p	1	bta-mir-181a-1
tni-miR-181a-3p	0	bta-mir-181a-1
bta-miR-181a	1	bta-mir-181a-1
xtr-miR-181a-5p	1	bta-mir-181a-1
mdo-miR-181a-5p	1	bta-mir-181a-1
mdo-miR-181a-1-3p	0	bta-mir-181a-1
oan-miR-181a-5p	1	bta-mir-181a-1
oan-miR-181a-1-3p	0	bta-mir-181a-1
cfa-miR-181a	1	bta-mir-181a-1
ssc-miR-181a	1	bta-mir-181a-1
eca-miR-181a	1	bta-mir-181a-1
tgu-miR-181a-5p	1	bta-mir-181a-1
tgu-miR-181a-1-3p	0	bta-mir-181a-1
oar-miR-181a	1	bta-mir-181a-1
pma-miR-181a-5p	1	bta-mir-181a-1
aca-miR-181a	1	bta-mir-181a-1
ola-miR-181a-5p	1	bta-mir-181a-1
sha-miR-181a-5p	1	bta-mir-181a-1
sha-miR-181a-3p	0	bta-mir-181a-1
cgr-miR-181a-5p	1	bta-mir-181a-1
cgr-miR-181a-3p	0	bta-mir-181a-1
ccr-miR-181a	1	bta-mir-181a-1
ipu-miR-181a	1	bta-mir-181a-1
ssa-miR-181a-5p	1	bta-mir-181a-1
efu-miR-181a	0	bta-mir-181a-1
tch-miR-181a-5p	1	bta-mir-181a-1
oha-miR-181a-5p	1	bta-mir-181a-1
mmu-miR-181a-5p	1	bta-mir-181a-2
mmu-miR-181a-2-3p	0	bta-mir-181a-2
hsa-miR-181a-5p	1	bta-mir-181a-2
rno-miR-181a-5p	1	bta-mir-181a-2
gga-miR-181a-5p	1	bta-mir-181a-2
dre-miR-181a-5p	1	bta-mir-181a-2
ggo-miR-181a-5p	1	bta-mir-181a-2
ppa-miR-181a-5p	1	bta-mir-181a-2
ptr-miR-181a-5p	1	bta-mir-181a-2
mml-miR-181a-5p	1	bta-mir-181a-2
sla-miR-181a	1	bta-mir-181a-2
mne-miR-181a-5p	1	bta-mir-181a-2
ppy-miR-181a-5p	1	bta-mir-181a-2
lla-miR-181a-5p	1	bta-mir-181a-2
fru-miR-181a-5p	1	bta-mir-181a-2
tni-miR-181a-5p	1	bta-mir-181a-2
bta-miR-181a	1	bta-mir-181a-2
xtr-miR-181a-5p	1	bta-mir-181a-2
mdo-miR-181a-5p	1	bta-mir-181a-2
oan-miR-181a-5p	1	bta-mir-181a-2
cfa-miR-181a	1	bta-mir-181a-2
ssc-miR-181a	1	bta-mir-181a-2
eca-miR-181a	1	bta-mir-181a-2
tgu-miR-181a-5p	1	bta-mir-181a-2
oar-miR-181a	1	bta-mir-181a-2
pma-miR-181a-5p	1	bta-mir-181a-2
aca-miR-181a	1	bta-mir-181a-2
ola-miR-181a-5p	1	bta-mir-181a-2
sha-miR-181a-5p	1	bta-mir-181a-2
cgr-miR-181a-5p	1	bta-mir-181a-2
ccr-miR-181a	1	bta-mir-181a-2
ipu-miR-181a	1	bta-mir-181a-2
ssa-miR-181a-5p	1	bta-mir-181a-2
efu-miR-181f	0	bta-mir-181a-2
tch-miR-181a-5p	1	bta-mir-181a-2
oha-miR-181a-5p	1	bta-mir-181a-2
hsa-miR-181b-5p	0	bta-mir-181b-1
mmu-miR-181b-5p	0	bta-mir-181b-1
rno-miR-181b-5p	0	bta-mir-181b-1
gga-miR-181b-5p	0	bta-mir-181b-1
dre-miR-181b-5p	0	bta-mir-181b-1
ssc-miR-181b	0	bta-mir-181b-1
mml-miR-181b-5p	0	bta-mir-181b-1
ptr-miR-181b	0	bta-mir-181b-1
ppy-miR-181b	0	bta-mir-181b-1
ggo-miR-181b	0	bta-mir-181b-1
lla-miR-181b	0	bta-mir-181b-1
mne-miR-181b	0	bta-mir-181b-1
ppa-miR-181b	0	bta-mir-181b-1
fru-miR-181b	0	bta-mir-181b-1
tni-miR-181b	0	bta-mir-181b-1
xtr-miR-181b	0	bta-mir-181b-1
bta-miR-181b	0	bta-mir-181b-1
mdo-miR-181b-5p	0	bta-mir-181b-1
oan-miR-181b-5p	0	bta-mir-181b-1
cfa-miR-181b	0	bta-mir-181b-1
eca-miR-181b	0	bta-mir-181b-1
tgu-miR-181b-5p	0	bta-mir-181b-1
aca-miR-181b	0	bta-mir-181b-1
ola-miR-181b-5p	0	bta-mir-181b-1
cgr-miR-181b-5p	0	bta-mir-181b-1
ccr-miR-181b	0	bta-mir-181b-1
ipu-miR-181b	0	bta-mir-181b-1
hhi-miR-181b	0	bta-mir-181b-1
ssa-miR-181b-3p	0	bta-mir-181b-1
ssa-miR-181c-5p	0	bta-mir-181b-1
chi-miR-181b-5p	0	bta-mir-181b-1
tch-miR-181b-5p	0	bta-mir-181b-1
oha-miR-181b-5p	0	bta-mir-181b-1
hsa-miR-181b-5p	0	bta-mir-181b-2
mmu-miR-181b-5p	0	bta-mir-181b-2
rno-miR-181b-5p	0	bta-mir-181b-2
gga-miR-181b-5p	0	bta-mir-181b-2
dre-miR-181b-5p	0	bta-mir-181b-2
ssc-miR-181b	0	bta-mir-181b-2
mml-miR-181b-5p	0	bta-mir-181b-2
ptr-miR-181b	0	bta-mir-181b-2
ppy-miR-181b	0	bta-mir-181b-2
ggo-miR-181b	0	bta-mir-181b-2
lla-miR-181b	0	bta-mir-181b-2
mne-miR-181b	0	bta-mir-181b-2
ppa-miR-181b	0	bta-mir-181b-2
fru-miR-181b	0	bta-mir-181b-2
tni-miR-181b	0	bta-mir-181b-2
xtr-miR-181b	0	bta-mir-181b-2
bta-miR-181b	0	bta-mir-181b-2
mdo-miR-181b-5p	0	bta-mir-181b-2
oan-miR-181b-5p	0	bta-mir-181b-2
cfa-miR-181b	0	bta-mir-181b-2
eca-miR-181b	0	bta-mir-181b-2
tgu-miR-181b-5p	0	bta-mir-181b-2
aca-miR-181b	0	bta-mir-181b-2
ola-miR-181b-5p	0	bta-mir-181b-2
cgr-miR-181b-5p	0	bta-mir-181b-2
ccr-miR-181b	0	bta-mir-181b-2
ipu-miR-181b	0	bta-mir-181b-2
hhi-miR-181b	0	bta-mir-181b-2
ssa-miR-181c-5p	0	bta-mir-181b-2
efu-miR-181e	0	bta-mir-181b-2
chi-miR-181b-5p	0	bta-mir-181b-2
tch-miR-181b-5p	0	bta-mir-181b-2
oha-miR-181b-5p	0	bta-mir-181b-2
hsa-miR-181c-5p	0	bta-mir-181c
hsa-miR-181c-3p	0	bta-mir-181c
mmu-miR-181c-5p	0	bta-mir-181c
mmu-miR-181c-3p	0	bta-mir-181c
rno-miR-181c-5p	0	bta-mir-181c
rno-miR-181c-3p	0	bta-mir-181c
ssc-miR-181c	0	bta-mir-181c
mml-miR-181c-5p	0	bta-mir-181c
mml-miR-181c-3p	0	bta-mir-181c
ptr-miR-181c	0	bta-mir-181c
ggo-miR-181c	0	bta-mir-181c
ppa-miR-181c	0	bta-mir-181c
bta-miR-181c	0	bta-mir-181c
mdo-miR-181a-3-3p	0	bta-mir-181c
cfa-miR-181c	0	bta-mir-181c
ppy-miR-181c	0	bta-mir-181c
cgr-miR-181c-5p	0	bta-mir-181c
cgr-miR-181c-3p	0	bta-mir-181c
efu-miR-181c	0	bta-mir-181c
chi-miR-181c-5p	0	bta-mir-181c
chi-miR-181c-3p	0	bta-mir-181c
tch-miR-181c-5p	0	bta-mir-181c
hsa-miR-181d-5p	1	bta-mir-181d
mmu-miR-181d-5p	1	bta-mir-181d
rno-miR-181d-5p	1	bta-mir-181d
mml-miR-181d	1	bta-mir-181d
cfa-miR-181d	1	bta-mir-181d
ptr-miR-181d	1	bta-mir-181d
bta-miR-181d	1	bta-mir-181d
ssc-miR-181d-5p	1	bta-mir-181d
ssc-miR-181d-3p	0	bta-mir-181d
ppy-miR-181d	1	bta-mir-181d
cgr-miR-181d-5p	1	bta-mir-181d
ggo-miR-181d	1	bta-mir-181d
efu-miR-181d	1	bta-mir-181d
chi-miR-181d	1	bta-mir-181d
tch-miR-181d	1	bta-mir-181d
mmu-miR-182-3p	0	bta-mir-182
hsa-miR-182-5p	4	bta-mir-182
hsa-miR-182-3p	0	bta-mir-182
dre-miR-182-5p	4	bta-mir-182
dre-miR-182-3p	0	bta-mir-182
mml-miR-182	4	bta-mir-182
ppy-miR-182	4	bta-mir-182
fru-miR-182	0	bta-mir-182
tni-miR-182	0	bta-mir-182
xtr-miR-182-5p	4	bta-mir-182
xtr-miR-182-3p	0	bta-mir-182
mdo-miR-182-5p	4	bta-mir-182
mdo-miR-182-3p	0	bta-mir-182
ptr-miR-182	4	bta-mir-182
bta-miR-182	4	bta-mir-182
cfa-miR-182	4	bta-mir-182
oan-miR-182-5p	4	bta-mir-182
oan-miR-182-3p	0	bta-mir-182
eca-miR-182	4	bta-mir-182
pma-miR-182	4	bta-mir-182
aca-miR-182-5p	4	bta-mir-182
aca-miR-182-3p	0	bta-mir-182
ola-miR-182	4	bta-mir-182
ggo-miR-182	4	bta-mir-182
ssc-miR-182	4	bta-mir-182
pol-miR-182-5p	4	bta-mir-182
pol-miR-182-3p	0	bta-mir-182
ccr-miR-182-5p	4	bta-mir-182
ccr-miR-182-3p	0	bta-mir-182
ipu-miR-182	4	bta-mir-182
hhi-miR-182	4	bta-mir-182
ssa-miR-182-5p	4	bta-mir-182
ssa-miR-182-3p	0	bta-mir-182
efu-miR-182	4	bta-mir-182
chi-miR-182	4	bta-mir-182
oha-miR-182-5p	4	bta-mir-182
oha-miR-182-3p	0	bta-mir-182
mmu-miR-183-5p	3	bta-mir-183
mmu-miR-183-3p	0	bta-mir-183
hsa-miR-183-5p	3	bta-mir-183
hsa-miR-183-3p	0	bta-mir-183
rno-miR-183-5p	3	bta-mir-183
rno-miR-183-3p	0	bta-mir-183
gga-miR-183	3	bta-mir-183
dre-miR-183-5p	3	bta-mir-183
ssc-miR-183	3	bta-mir-183
mml-miR-183-5p	3	bta-mir-183
mml-miR-183-3p	0	bta-mir-183
ptr-miR-183	3	bta-mir-183
ggo-miR-183	3	bta-mir-183
sla-miR-183	3	bta-mir-183
mne-miR-183	3	bta-mir-183
ppa-miR-183	3	bta-mir-183
fru-miR-183	3	bta-mir-183
tni-miR-183	3	bta-mir-183
xtr-miR-183	3	bta-mir-183
mdo-miR-183-5p	3	bta-mir-183
oan-miR-183	3	bta-mir-183
cin-miR-183-5p	3	bta-mir-183
cfa-miR-183	3	bta-mir-183
bta-miR-183	3	bta-mir-183
bfl-miR-183	3	bta-mir-183
eca-miR-183	3	bta-mir-183
ppy-miR-183	3	bta-mir-183
pma-miR-183-5p	3	bta-mir-183
ola-miR-183-5p	3	bta-mir-183
cgr-miR-183	3	bta-mir-183
tgu-miR-183	3	bta-mir-183
ccr-miR-183	3	bta-mir-183
ipu-miR-183	3	bta-mir-183
hhi-miR-183	3	bta-mir-183
ssa-miR-183-5p	3	bta-mir-183
chi-miR-183	3	bta-mir-183
tch-miR-183-5p	3	bta-mir-183
oha-miR-183-5p	3	bta-mir-183
bta-miR-1835	0	bta-mir-1835
cfa-miR-1839	16	bta-mir-1839
mmu-miR-1839-5p	16	bta-mir-1839
bta-miR-1839	16	bta-mir-1839
eca-miR-1839	16	bta-mir-1839
ssc-miR-1839-5p	16	bta-mir-1839
cgr-miR-1839-5p	16	bta-mir-1839
rno-miR-1839-5p	16	bta-mir-1839
mmu-miR-184-5p	0	bta-mir-184
mmu-miR-184-3p	6	bta-mir-184
hsa-miR-184	6	bta-mir-184
rno-miR-184	6	bta-mir-184
gga-miR-184-3p	6	bta-mir-184
aga-miR-184	6	bta-mir-184
ssc-miR-184	6	bta-mir-184
ptr-miR-184	6	bta-mir-184
ppy-miR-184	6	bta-mir-184
mne-miR-184	6	bta-mir-184
fru-miR-184	6	bta-mir-184
tni-miR-184	6	bta-mir-184
mdo-miR-184-3p	6	bta-mir-184
mml-miR-184	6	bta-mir-184
bta-miR-184	6	bta-mir-184
bfl-miR-184-3p	6	bta-mir-184
cfa-miR-184	6	bta-mir-184
eca-miR-184	6	bta-mir-184
tgu-miR-184	6	bta-mir-184
aca-miR-184-5p	0	bta-mir-184
aca-miR-184-3p	6	bta-mir-184
ola-miR-184-3p	6	bta-mir-184
cgr-miR-184	6	bta-mir-184
chi-miR-184	6	bta-mir-184
tch-miR-184	6	bta-mir-184
eca-miR-1842	0	bta-mir-1842
bta-miR-1842	0	bta-mir-1842
bta-miR-1843	0	bta-mir-1843
mmu-miR-185-5p	0	bta-mir-185
hsa-miR-185-5p	0	bta-mir-185
rno-miR-185-5p	0	bta-mir-185
mml-miR-185-5p	0	bta-mir-185
cfa-miR-185	0	bta-mir-185
ssc-miR-185	0	bta-mir-185
ptr-miR-185	0	bta-mir-185
bta-miR-185	0	bta-mir-185
ppy-miR-185	0	bta-mir-185
cgr-miR-185-5p	0	bta-mir-185
ggo-miR-185	0	bta-mir-185
efu-miR-185	0	bta-mir-185
tch-miR-185-5p	0	bta-mir-185
mmu-miR-186-5p	73	bta-mir-186
hsa-miR-186-5p	73	bta-mir-186
hsa-miR-186-3p	0	bta-mir-186
rno-miR-186-5p	73	bta-mir-186
rno-miR-186-3p	0	bta-mir-186
ssc-miR-186	73	bta-mir-186
ptr-miR-186	73	bta-mir-186
ggo-miR-186	73	bta-mir-186
ppa-miR-186	73	bta-mir-186
bta-miR-186	73	bta-mir-186
mdo-miR-186-5p	73	bta-mir-186
mdo-miR-186-3p	0	bta-mir-186
oan-miR-186-5p	73	bta-mir-186
oan-miR-186-3p	0	bta-mir-186
mml-miR-186-5p	73	bta-mir-186
cfa-miR-186	73	bta-mir-186
eca-miR-186	73	bta-mir-186
ppy-miR-186	73	bta-mir-186
cgr-miR-186-5p	73	bta-mir-186
cgr-miR-186-3p	0	bta-mir-186
chi-miR-186-5p	73	bta-mir-186
chi-miR-186-3p	0	bta-mir-186
tch-miR-186-5p	73	bta-mir-186
mmu-miR-187-3p	0	bta-mir-187
hsa-miR-187-3p	0	bta-mir-187
rno-miR-187-3p	0	bta-mir-187
gga-miR-187-3p	0	bta-mir-187
dre-miR-187	0	bta-mir-187
ggo-miR-187	0	bta-mir-187
ppy-miR-187	0	bta-mir-187
mne-miR-187	0	bta-mir-187
ppa-miR-187	0	bta-mir-187
fru-miR-187	0	bta-mir-187
tni-miR-187	0	bta-mir-187
mdo-miR-187-3p	0	bta-mir-187
mml-miR-187-3p	0	bta-mir-187
bta-miR-187	0	bta-mir-187
cfa-miR-187	0	bta-mir-187
eca-miR-187	0	bta-mir-187
tgu-miR-187-3p	0	bta-mir-187
ssc-miR-187	0	bta-mir-187
cgr-miR-187	0	bta-mir-187
hhi-miR-187	0	bta-mir-187
chi-miR-187	0	bta-mir-187
mmu-miR-188-5p	0	bta-mir-188
mmu-miR-188-3p	0	bta-mir-188
hsa-miR-188-5p	0	bta-mir-188
hsa-miR-188-3p	0	bta-mir-188
mml-miR-188-5p	0	bta-mir-188
mml-miR-188-3p	0	bta-mir-188
ptr-miR-188	0	bta-mir-188
ppy-miR-188	0	bta-mir-188
mne-miR-188	0	bta-mir-188
ppa-miR-188	0	bta-mir-188
rno-miR-188-5p	0	bta-mir-188
rno-miR-188-3p	0	bta-mir-188
bta-miR-188	0	bta-mir-188
